id,code,type,amount,maxDiscount,minOrderTotal,isActive,expiresAt,usageLimit,usedCount,createdAt,updatedAt
disc_1779009798761_wzfgvuujx,OWN10,percent,10,,,true,,,0,2026-05-17 09:23:18.761+00,2026-06-09 12:07:53.841+00
